signal,isosbestic,time
69.47149615564749,27.734094481953488,9.45
69.29097978711118,28.16361469169768,9.5
69.68981138398217,27.844975099814366,9.55
69.67338512124465,27.958259592042776,9.6
69.15057826032893,28.096255526613117,9.65
69.40118882893944,28.203379168486457,9.7
69.4109505467029,27.896483016049032,9.75
69.31979184629729,27.570857837018544,9.8
69.24900525602061,27.802297401353073,9.85
69.31757497265257,27.64059805339689,9.9
69.37542366242137,27.946367213003306,9.95
69.28401861021285,27.737118056725755,10.0
69.37715111900657,27.724957406485846,10.05
69.32585702730398,27.7759651560084,10.1
69.2201807088955,27.668186902594968,10.15
69.27987899264704,27.513021516401402,10.2
68.92811535148,27.039000650643825,10.25
69.09162759457972,27.486814342795785,10.3
69.38270716632273,27.676843722674807,10.35
69.2539400570011,27.662264480384877,10.4
69.63236163503659,27.61076536107657,10.45
68.89777891073153,27.246507584753115,10.5
69.47001815279305,27.69833618182042,10.55
69.02036606717941,27.66877117236932,10.6
68.94981667797545,27.758859998680215,10.65
69.33848102993261,27.688761544116336,10.7
69.05136459706509,27.45370717983013,10.75
69.06124942524306,28.047322566931957,10.8
69.36852069924403,27.94048984076927,10.85
69.52974232663647,27.798825253522025,10.9
69.16685539492737,27.926654032184167,10.95
69.11007355176514,27.642278007346167,11.0
69.18185032120212,27.703368719847234,11.05
69.20545348005463,27.520496472782153,11.1
69.25215793938942,27.469631592804223,11.15
69.0738622024258,27.608437507643618,11.2
69.28798497368003,27.203196370690705,11.25
69.08408664147555,27.76869848404761,11.3
68.77875379227133,27.872156557551655,11.35
69.31383584075492,27.59125207333982,11.4
69.46883543585557,27.76205965615504,11.45
69.18529309800955,27.586133648875965,11.5
69.27260482673252,27.580886633230065,11.55
69.40935715017109,27.70095932789112,11.6
69.01383727829989,27.82217495068524,11.65
69.25559446504761,27.679296275457144,11.7
68.97723398002148,27.482602574434875,11.75
68.90881886235216,27.8814652193815,11.8
69.18709336815655,27.696393986985285,11.85
69.03184700058434,27.614649450292312,11.9
68.94832129171327,27.57435872981896,11.95
69.10556761109085,27.679050375486337,12.0
69.05824107245579,27.324871764383516,12.05
69.06544381184273,27.620136871932772,12.1
68.97520260751111,27.65901931091153,12.15
68.74550886101561,27.09024570968438,12.2
69.10572178581835,27.62844500118329,12.25
68.71223920442539,27.70305770091061,12.3
68.89837153708609,27.477869291345492,12.35
69.00318255545002,27.524149087545638,12.4
68.93815846446387,27.569566293052343,12.45
68.6991040201189,27.792336165945663,12.5
68.84477940258404,27.48307313096,12.55
69.0572518302905,27.774840159780997,12.6
69.00521318233628,27.55665749106664,12.65
68.80613502936863,27.699089766163848,12.7
68.5394608102089,27.756684186226668,12.75
68.71794246595131,27.58257941959852,12.8
68.86386485251369,27.856380031570044,12.85
68.54165777134001,27.976623395843845,12.9
69.18836029869067,27.392664746134393,12.95
69.04183424348176,27.66261624237025,13.0
68.90190061212724,27.400603543896633,13.05
68.89653186126006,27.880436812351,13.1
68.90782514862578,27.823815684371834,13.15
68.6852603769122,27.34946821853188,13.2
68.67293010656982,27.67794490695002,13.25
68.93838135602289,27.334347971834084,13.3
68.59480896607204,27.383635976693103,13.35
68.45237541598351,27.51630120476781,13.4
68.78826397871264,27.43273047584202,13.45
69.0628529043098,27.840245684205584,13.5
68.52776096311537,27.649319647238137,13.55
68.95390754271364,27.57805685700712,13.6
68.80710753675736,27.357018166872567,13.65
68.63472184601902,27.45195725346362,13.7
68.52216490430247,27.367258016369306,13.75
68.78535209828772,27.44871391158771,13.8
68.66746335883887,27.578697494694676,13.85
68.55190176731398,27.704988327931652,13.9
69.1824310544112,27.335837537239943,13.95
68.68441770509507,27.38543318318196,14.0
68.79787332161291,27.266791905939638,14.05
68.48638793935469,27.65841532320294,14.1
68.42735609341885,27.463076161118178,14.15
68.31024294649745,27.450443463382562,14.2
68.86965350474655,27.215960097017188,14.25
68.6644306725002,27.703328269545366,14.3
68.62297192571918,27.611896259622,14.35
68.40581444243107,27.223278524866018,14.4
68.61206851748773,27.46867901264645,14.45
68.46949556332484,27.31302542337199,14.5
68.83527820726194,27.33803103372579,14.55
68.44257254191915,27.541355116707177,14.6
68.20768699742911,27.353347228791232,14.65
68.42029606637035,27.77640735773009,14.7
68.43584764343736,27.207862213997476,14.75
68.84790469815374,27.533947593134513,14.8
68.22931199294429,27.450232177557837,14.85
68.61863892962234,27.556202237338223,14.9
68.66083290317785,27.219339909588495,14.95
68.47041496786484,27.358472107333643,15.0
68.71746740769376,27.475047863002597,15.05
68.14130855904615,27.3512708865732,15.1
68.9354022322416,27.682225499223282,15.15
68.51874110314995,27.27470580872849,15.2
68.4453386843706,27.21988883393479,15.25
68.1383855561111,27.378724160021882,15.3
68.6275627440874,27.419002188284207,15.35
68.3773259517127,27.39623305770219,15.4
68.20927756556954,26.86353564451003,15.45
68.38923640935447,27.39161139917261,15.5
68.62036842911785,27.42574659122206,15.55
68.35411121020141,27.06657023586839,15.6
68.13398361395042,27.239938255121913,15.65
68.58708658711345,27.383884678306767,15.7
68.64170738922192,27.140081751002008,15.75
68.43135864844292,27.774299431897735,15.8
68.49851965678916,27.583435784312247,15.85
68.53922700568329,27.225171624160527,15.9
68.42411723313546,27.52536722020333,15.95
68.50288904085906,27.388763592490122,16.0
68.29458661007875,27.623221768948735,16.05
68.44271952981829,27.568093585707395,16.1
68.20463017418444,27.37723644968855,16.15
68.18379369373997,27.562334768432258,16.2
68.30981137375571,27.20515044192401,16.25
68.35990895726312,27.066186273372598,16.3
68.39943388322972,27.117785278620808,16.35
68.50160726907109,27.36352442568934,16.4
68.0588824674384,27.10802780733631,16.45
68.23382792004415,27.490454402804932,16.5
68.49203686795664,27.31858858427859,16.55
68.33362584687539,27.310538562787663,16.6
68.32485188326547,27.240912357739298,16.65
68.49483561610846,27.200473030445014,16.7
67.90370621812963,27.121974010170163,16.75
68.17044708806536,27.297232466149723,16.8
68.72746247727798,27.20869336169874,16.85
68.42928933615836,27.321972197360395,16.9
68.52325659685016,27.382805881839904,16.95
68.47567459842932,27.59370257951493,17.0
67.96367973181083,27.3784886612254,17.05
68.71848992109689,27.044382062172556,17.1
68.10179193539746,27.139178491725733,17.15
68.07521035007318,27.22585639111466,17.2
68.24548921489428,27.300876065923987,17.25
68.32523402262534,27.140725319841653,17.3
68.31533515854575,27.251798165445138,17.35
68.07141217628538,27.262917314842795,17.4
67.68290419122346,27.16006681706759,17.45
68.30931510628457,27.18177426910211,17.5
68.34614259914305,26.8639434536977,17.55
68.08696656264527,27.15104342654508,17.6
68.0793693684258,27.215980038589585,17.65
68.30275289976663,27.313757002556176,17.7
68.17295473194842,27.21620047382341,17.75
68.10413640859217,27.233673732059962,17.8
68.18358773678302,27.55131002435306,17.85
67.9442346635589,27.44460402113228,17.9
68.07400813710004,27.155544070155468,17.95
67.85442359721301,27.17467088389969,18.0
67.9625767063588,27.00817590142407,18.05
68.12521473156222,27.114833234623518,18.1
67.77594636550731,27.200624024146173,18.15
68.3399556459435,27.297494903195826,18.2
68.15913660403633,27.272994690109687,18.25
68.23517326160719,27.062362899102425,18.3
67.65980775825923,27.333046938151636,18.35
68.09390663039981,27.479438504571295,18.4
68.30141666194682,27.26583074956179,18.45
68.24590195944339,27.050606548893626,18.5
67.92896298181178,27.21035009614643,18.55
67.88009251570463,27.273735888172943,18.6
67.95802172371957,27.57872302843487,18.65
67.84130654849693,27.350488479466375,18.7
67.70300657715545,27.070480170453568,18.75
67.66044929925098,27.677688836213324,18.8
67.93650511741063,27.53299525189828,18.85
67.77780193280618,26.95105114687028,18.9
67.66743734898006,27.217156302021287,18.95
67.84662930775002,27.158729328890278,19.0
67.77912499127709,27.077620388539554,19.05
67.68122495476624,26.892727557232252,19.1
67.77796165917015,26.795512499240974,19.15
67.90618847764219,26.83947588733011,19.2
68.03908041506544,27.23636757732191,19.25
67.84019791064594,26.88174652615032,19.3
67.92580874687506,27.086386742884194,19.35
67.81726718895551,27.364680937452214,19.4
67.225139598537,27.122297457595106,19.45
67.80116361297705,27.039717221269964,19.5
68.14142521541592,27.209612911679958,19.55
67.49245300847333,27.16698004766843,19.6
68.13937314030157,27.15235458967081,19.65
68.16952649195213,27.176070837321447,19.7
67.7336989216705,27.111851343625133,19.75
67.66540015993105,27.074706824919275,19.8
67.78325509000726,27.217278025400315,19.85
67.66847424939938,27.15332508545048,19.9
67.93215538158645,26.910769777694917,19.95
67.52754497882205,27.10518240613919,20.0
67.82504839502187,26.89574126215071,20.05
67.49606686825393,27.164087250164613,20.1
67.6709853304108,27.219201249347893,20.15
67.63645266821771,27.125215535258413,20.2
67.62918714735174,26.869773150191648,20.25
67.80986288630089,26.867100965196432,20.3
67.41902974050103,27.00428162509581,20.35
67.28491913234667,27.0596200332731,20.4
67.61541033915822,27.54832644811287,20.45
67.86116278901305,26.978014508029773,20.5
67.68370501941719,27.270835974110327,20.55
67.59292002746282,26.611615952836676,20.6
67.5205472380146,27.08672445816211,20.65
67.82101784119125,26.866071897169913,20.7
67.55212963759286,27.363780804651448,20.75
67.64587343297653,27.054352662690338,20.8
67.66753159780643,27.02595521353822,20.85
67.69456195305081,27.200003947931744,20.9
67.59128266389,27.09455312767615,20.95
67.40271278312866,27.014037381020103,21.0
67.57095185205146,27.169513016237385,21.05
67.43839939678409,26.551652924581187,21.1
67.388248638013,26.97341417805857,21.15
67.56468956731001,26.85922081344151,21.2
67.77388800191001,27.055863034758836,21.25
67.48174713461465,27.098148170457158,21.3
67.64481980297303,26.915719483232614,21.35
67.25454785403375,26.866149009040775,21.4
67.62790913033813,26.79488882931171,21.45
67.28625021208777,27.13794438333743,21.5
67.63117510440577,26.758085748526966,21.55
67.64876143276426,27.20915113811094,21.6
67.73288269319013,27.139151523737493,21.65
67.65788464397681,26.894011636303368,21.7
67.53166957947448,27.13474098907943,21.75
67.27787579050147,26.931724231958736,21.8
67.5519851438487,27.081226907541538,21.85
67.29185929212701,27.147238110743203,21.9
67.10441389079122,26.85572957389059,21.95
67.40030421000847,26.626081452883636,22.0
67.33505358826294,26.74604495198571,22.05
67.24959552541189,26.810494311634063,22.1
67.69516302044985,27.118974886734502,22.15
67.52820359175304,26.5268664232071,22.2
67.31223254538197,27.047811362304984,22.25
67.12510903096097,27.048799599956627,22.3
67.87879885569656,27.215128351251504,22.35
67.36018972162826,27.102629438483017,22.4
67.15046828247989,26.990079986660174,22.45
67.30058745923026,26.877648261881216,22.5
67.09886368691794,26.75581038315384,22.55
67.33925035868369,27.208990922637895,22.6
67.41824345467657,26.95380856808846,22.65
67.31041232923158,27.04065583755235,22.7
67.34377496148467,26.95290453180667,22.75
67.00881982366515,26.98915838490557,22.8
67.14301456440177,26.543526380049983,22.85
67.18756301235837,27.1852949035954,22.9
67.33076916970626,27.13531839396048,22.95
67.4851652404205,26.98789338096204,23.0
67.09085760224457,26.76641157848233,23.05
67.28723265434601,26.992102771932863,23.1
67.19266259001314,27.031094846459222,23.15
67.41939929815533,26.735113705498133,23.2
67.13155435223423,26.83636885437009,23.25
67.16112995487471,26.958438227273003,23.3
67.43275117386986,26.771768892322804,23.35
67.95062957883374,26.99889161896498,23.4
67.30111892481197,26.865889642347902,23.45
67.46426459542043,26.89692697754631,23.5
66.86983343651558,27.19728743740944,23.55
67.14732511770686,26.51882209784188,23.6
67.34170874182473,26.66183741110201,23.65
67.19375226166024,26.753651598961252,23.7
67.01406576457389,26.45902484297231,23.75
66.84467677022715,26.625544028973078,23.8
67.28256993638115,26.804262473090123,23.85
67.14853989206095,26.674898223214086,23.9
67.22926969163527,26.93442537967595,23.95
67.15521571012201,26.690072633644345,24.0
66.77192737712888,26.645207787124235,24.05
67.31848060305455,26.997705278832697,24.1
67.21318512506093,26.916959589515635,24.15
67.09385727028726,26.927930894089616,24.2
67.14668047927343,26.903487283569383,24.25
67.13097211357685,26.82327058734721,24.3
67.05496470028099,26.9125546072874,24.35
66.97343771047618,26.808181616092686,24.4
67.0131166463615,26.824463387704995,24.45
67.16027552100108,26.943127568788565,24.5
66.9200716413097,26.795352299767433,24.55
66.97976642564765,26.715455012017,24.6
66.94116841558439,26.847896891631216,24.65
66.98683359266197,26.870903310519562,24.7
66.92653747671088,26.895119629435875,24.75
67.34846269252951,26.570581890242014,24.8
67.01215429426611,26.94226706189101,24.85
67.56418721215995,26.613150608893186,24.9
67.26165156118138,26.57673532125291,24.95
67.22272998007914,26.56681410814678,25.0
66.99539644619531,26.737502104704916,25.05
66.83758780613142,26.53709239019028,25.1
66.66068333009859,26.943068513377987,25.15
66.88922379478495,27.078126298699196,25.2
66.95079852998316,26.86205216954882,25.25
67.06069612887592,27.047497429241538,25.3
66.76144514013815,26.7412528145176,25.35
66.96845553757605,26.74735500498924,25.4
66.51018339761059,26.5712207941784,25.45
66.71250003634434,26.8170957694594,25.5
66.58732043394569,26.62636877729545,25.55
66.74204929856761,26.350165702269788,25.6
66.99004449461385,26.688911486964486,25.65
66.98503418186742,27.071037186523434,25.7
66.97144441219443,27.085925776102,25.75
66.55244380253487,26.891411647989894,25.8
66.8223890950615,26.84150642969964,25.85
66.74665228613598,26.762964475858393,25.9
66.59947820763101,26.744828633025897,25.95
66.92989918722517,26.729540544580903,26.0
66.82803516479593,26.620508044652688,26.05
67.05812321353977,26.780798747511646,26.1
66.60883564315762,26.659659289358057,26.15
67.04755178216524,26.944626568633694,26.2
66.8038421876377,27.160520638131327,26.25
66.71634366259961,26.656724499031046,26.3
66.89233444612543,26.575488552286526,26.35
66.42755765121345,26.631662845440903,26.4
66.84931907502612,26.74774144115474,26.45
66.81910669012399,26.589098626629138,26.5
66.48338653368924,26.70532124055011,26.55
66.84008383203802,26.88578875521514,26.6
66.68921149683722,26.91318602766072,26.65
66.80726190134037,26.852076259921066,26.7
66.83060487497923,26.648460251784492,26.75
66.53724617990919,26.81142513160681,26.8
66.98538949785328,26.466230004653944,26.85
66.61248671725996,26.616835193081705,26.9
66.60549933658717,26.22791122774105,26.95
66.57256009439968,26.64482929749042,27.0
66.5592995724754,26.5235543840835,27.05
66.23872728989224,26.549824855967763,27.1
66.52141611788329,26.45785314022937,27.15
66.55643817509426,26.381183056301634,27.2
66.5297297623763,26.818728531415204,27.25
66.73441817173554,26.642175277769287,27.3
66.49483707999843,26.299021155111248,27.35
66.37193222041336,26.510552409448632,27.4
66.88716181322091,26.777212646091733,27.45
66.63089549013254,26.672386612063818,27.5
66.51620633907524,26.556307884490558,27.55
66.23417229123385,26.682830471293837,27.6
66.32215390261788,26.501479437393126,27.65
66.46681142433677,26.27682136257442,27.7
66.44975108564986,26.7449953818555,27.75
66.7336631401527,26.84954562129474,27.8
66.72368622929424,26.507906619062403,27.85
66.65141951920155,26.523586028421636,27.9
66.0234959078903,26.49881552361789,27.95
66.56820689681166,26.418748016255144,28.0
66.72379392996693,26.425428179502905,28.05
66.68343287485993,26.771934225879335,28.1
66.68452013281252,26.659331748937273,28.15
66.27507464326875,26.472717617274792,28.2
66.6851736083681,26.831821242311936,28.25
66.76176647346985,26.33004903819846,28.3
66.61819162647093,26.956259595474393,28.35
66.33709454622498,26.58081579806756,28.4
66.58287629782411,26.30835221401146,28.45
66.3888538367032,26.27417520577797,28.5
66.46562328436109,26.574438775448584,28.55
66.97063280659427,26.67493615715441,28.6
66.5180707367887,26.46408820424388,28.65
66.73570927742804,26.59376469413221,28.7
66.07576414569287,26.36817843055674,28.75
66.74916740061067,26.56454393629203,28.8
66.62984131560637,26.18118119122915,28.85
66.33713408446334,26.28938285563164,28.9
66.04352007593997,26.426313407034733,28.95
66.35859484978762,26.617069477545904,29.0
66.14092945964121,26.661783926717288,29.05
66.42305468672014,26.51412956428546,29.1
66.50615694769832,26.53236183222958,29.15
66.19797853367848,26.747705803763147,29.2
66.39104418195251,26.649757699608138,29.25
66.15011340244614,26.736998647270692,29.3
66.12975539296242,26.60269811300335,29.35
65.96374840437528,26.6426637309497,29.4
66.29876153938517,26.429443103180787,29.45
66.38001807827557,26.181197019783518,29.5
66.503235260225,26.716006518338027,29.55
66.28744442089285,26.647081555277996,29.6
66.11606772673056,26.55679025003959,29.65
65.83209364938348,26.854519105990935,29.7
66.00010543365303,26.63556114963637,29.75
66.17674817861452,26.73097714641996,29.8
65.93569134403494,26.489142838215972,29.85
66.50626632407129,26.508091982108954,29.9
65.83334032781069,26.392944296686107,29.95
66.04360171269023,26.913687367627507,30.0
66.14390782860802,26.39677705832386,30.05
66.25817526373996,26.021665097578406,30.1
66.08335510646249,26.46616320618646,30.15
66.1329316038153,26.446289729604413,30.2
66.37315186609436,26.311881067541012,30.25
65.79690405026652,26.52838791119125,30.3
66.05473823909048,26.286475602063167,30.35
66.4047344495222,26.381465609554798,30.4
66.03198602873255,26.402388669546124,30.45
65.88897533107172,26.26925769710476,30.5
65.84359260250156,26.168700812234324,30.55
65.90580214947154,26.306311343772,30.6
66.30055759898562,26.747832652628578,30.65
66.08120371907498,26.544276059241955,30.7
65.84895653583713,26.76009291528007,30.75
66.32786633380988,26.507792206733004,30.8
66.07273203507576,26.302510734514634,30.85
65.67163343368797,26.23657931918419,30.9
66.2145041584159,26.501588557497257,30.95
66.0527845614591,26.281718577825522,31.0
66.37712638803337,26.62123484484481,31.05
66.11590430979555,26.690925848910563,31.1
65.73505294332912,26.4658072981113,31.15
66.18002016277876,26.416313649536953,31.2
66.23825594122016,26.3633230556843,31.25
66.0120919428298,26.629428544487354,31.3
66.04770312231486,26.42266599670253,31.35
65.76467977439093,26.239204791294707,31.4
65.99146931842263,26.57626817411141,31.45
65.84039841561147,26.682166097822464,31.5
65.63044339728418,26.24315140435947,31.55
65.80440824586397,26.45969461330083,31.6
65.63536778991033,26.240618517645974,31.65
65.78208604722934,26.483043719003266,31.7
66.12256159535421,26.504939563461416,31.75
65.9171459329426,26.42927085804913,31.8
66.04549240687751,26.228377347309863,31.85
66.06068523876303,26.11733399755892,31.9
65.93442527023626,26.37044792937744,31.95
65.8491619013954,26.33719135544859,32.0
65.83354107107816,26.455979564934754,32.05
65.9678172521971,26.495019909364412,32.1
66.11198424456883,26.408882770654362,32.15
66.11047715005596,26.20152724705996,32.2
65.75352451177281,26.07776338906571,32.25
66.02704046652393,26.064046382164854,32.3
65.83227457216758,26.706497023400377,32.35
65.73724088206444,26.252236357131117,32.4
65.50095589228306,26.245296989646146,32.45
65.81272308180891,26.252242777518198,32.5
65.98623814142147,26.545452009432474,32.55
65.69166666513449,26.43658136442047,32.6
66.16136480709564,26.316545726114917,32.65
65.91230585513779,26.478221256165128,32.7
65.92523998495255,26.36383227343784,32.75
65.72879203103686,26.045844439359964,32.8
65.53587590848946,26.539466468731014,32.85
65.78194610022877,26.20180244900448,32.9
65.9224357544204,26.161567382757966,32.95
65.86135870807307,26.499536293147123,33.0
65.79084101859027,26.542597172304642,33.05
65.51958189447348,26.054905555034363,33.1
65.88944913786304,26.41939226121609,33.15
65.68510639593163,26.64057746230255,33.2
65.39963897644789,26.20652649066628,33.25
65.9993235827322,26.07387619786078,33.3
65.57189569131953,26.149589503611026,33.35
65.59574780225324,26.34115870867813,33.4
65.4392860697593,26.48049209112849,33.45
65.79372377200964,26.34693063051243,33.5
65.63324784660398,26.17222896768193,33.55
65.46426772179024,26.40307502062806,33.6
65.63200768806496,26.29595706252199,33.65
65.5835066587777,26.077695689400393,33.7
65.69493781763201,26.360970881123055,33.75
65.47827233667199,26.223657179697742,33.8
65.88234451059246,26.18285413167036,33.85
65.31298507352807,26.166944000633254,33.9
65.3341617355784,26.308790292254564,33.95
65.63301452698101,25.915350092704188,34.0
65.49265860338546,26.09369463751838,34.05
65.41036501966411,26.546586455773436,34.1
65.48236868994645,26.145042688550014,34.15
65.79544976909676,26.528808312889677,34.2
65.75132937474278,26.69983669071022,34.25
65.42876839859863,26.09414865325568,34.3
65.50322273160941,26.15657609330788,34.35
65.269427439518,25.923290539078565,34.4
65.53606237465611,26.425340493220173,34.45
65.55570318962636,26.333738109817975,34.5
65.59100841360211,26.08479336153983,34.55
65.56142431635304,26.1791913808106,34.6
65.34993545349431,26.27529677075398,34.65
65.40698595642664,26.08099436046863,34.7
65.29191085671312,26.081592772158228,34.75
65.38776819429003,26.252453933575595,34.8
65.44917822303194,26.232198340392646,34.85
65.58753182257819,26.164556965136907,34.9
