,time,raw_signal,raw_isosbestic,trial_cue,lever1,lever2,shock
156,7.8,78.71744914847694,63.189210423710435,False,False,False,False
157,7.85,80.50017767023671,64.00767878441602,False,False,False,False
158,7.9,79.6423660958083,63.92922566470082,False,False,False,False
159,7.95,80.44503867280457,63.80573512067323,False,False,False,False
160,8.0,80.49513987926888,64.10639772925867,False,False,False,False
161,8.05,80.20239582752941,63.049925777531925,False,False,False,False
162,8.1,80.24644212975011,64.16241851026595,False,False,False,False
163,8.15,80.09840469573781,63.209578502239,False,False,False,False
164,8.2,79.51170993700491,63.80530562253122,False,False,False,False
165,8.25,79.00712002470112,63.64775727498313,False,False,False,False
166,8.3,80.00973975511063,63.77582090422435,False,False,False,False
167,8.35,78.71967050432642,63.14646336159103,False,False,False,False
168,8.4,79.4115112791374,62.99558965027322,False,False,False,False
169,8.45,79.19837162902408,63.613381264771796,False,False,False,False
170,8.5,79.76299714348434,62.82884024766305,False,False,False,False
171,8.55,79.5080628956398,63.26862118395356,False,False,False,False
172,8.6,79.01806277476621,64.05277590140982,False,False,False,False
173,8.65,79.28983473072378,63.5556110548015,False,False,False,False
174,8.7,80.45302533691108,63.56021142720879,False,False,False,False
175,8.75,79.15641042185608,64.40168661290103,False,False,False,False
176,8.8,79.28615584993105,62.49226262084611,False,False,False,False
177,8.85,79.55006504446233,63.60382603682166,False,False,False,False
178,8.9,79.44256897429096,63.676752354502874,False,False,False,False
179,8.95,79.80960481639814,64.00555618096057,False,False,False,False
180,9.0,79.97786464849543,63.15995558574611,False,False,False,False
181,9.05,80.07115505261092,63.90016723609876,False,False,False,False
182,9.1,79.33999078400169,63.66836308178457,False,False,False,False
183,9.15,79.5458129989187,64.34329809171449,False,False,False,False
184,9.2,79.67112923701933,64.12918902802639,False,False,False,False
185,9.25,78.8944513204219,63.42152287538121,False,False,False,False
186,9.3,79.74325761938061,63.68232521954777,False,False,False,False
187,9.35,78.60228402354582,63.81041741893984,False,False,False,False
188,9.4,79.55035956994175,63.58884772694455,False,False,False,False
189,9.45,78.42169094009286,63.63844341515254,False,False,False,False
190,9.5,78.93335329208583,63.6032859263529,False,False,False,False
191,9.55,80.05154334634238,64.68830275841243,False,False,False,False
192,9.6,79.76293525915953,64.21429668730833,False,False,False,False
193,9.65,79.66248240348608,63.913367593337036,False,False,False,False
194,9.7,79.26659929084468,63.9678381841017,False,False,False,False
195,9.75,79.23766552199251,63.43148253388457,False,False,False,False
196,9.8,79.36575109840737,63.61975149299723,False,False,False,False
197,9.85,80.02197577677774,62.93005332466632,False,False,False,False
198,9.9,79.60100368106104,63.55528577980663,False,False,False,False
199,9.95,78.77062897223018,63.22605802967074,False,False,False,False
200,10.0,79.24172286480889,63.41248416137469,False,False,False,False
201,10.05,79.40579606096284,63.42398462369736,False,False,False,False
202,10.1,79.5557574829524,63.24585197458131,False,False,False,False
203,10.15,79.57268059361101,64.0364739389946,False,False,False,False
204,10.2,79.09564696663747,64.78862973709768,False,False,False,False
205,10.25,80.1052392375797,62.87477055171179,False,False,False,False
206,10.3,78.58465603304826,63.8295110599069,False,False,False,False
207,10.35,79.56187426327232,63.529388800838156,False,False,False,False
208,10.4,80.09464190158207,62.858020746667,False,False,False,False
209,10.45,79.97015993859637,63.161416098985,False,False,False,False
210,10.5,79.4203254311827,63.571931308533586,False,False,False,False
211,10.55,80.14956717394006,63.53576224228779,False,False,False,False
212,10.6,79.86571218309103,63.67558170991189,False,False,False,False
213,10.65,79.73640441699193,63.07624381978882,False,False,False,False
214,10.7,79.91538050753347,62.63022560984702,False,False,False,False
215,10.75,79.80065916283078,63.517418850915924,False,False,False,False
216,10.8,80.13907970316114,64.07440799509682,False,False,False,False
217,10.85,79.44874971542895,62.850007721705985,False,False,False,False
218,10.9,79.34588474484164,63.98502180991047,False,False,False,False
219,10.95,79.67912320210614,63.54850695644156,False,False,False,False
220,11.0,79.50299891763179,64.24139051621991,False,False,False,False
221,11.05,80.48359727812803,63.680434643086876,False,False,False,False
222,11.1,79.62132627134777,64.45613807396556,False,False,False,False
223,11.15,79.04277293263402,64.03193351609913,False,False,False,False
224,11.2,78.61075924975641,62.43479614256814,False,False,False,False
225,11.25,80.13843192223024,63.17139474108425,False,False,False,False
226,11.3,79.10096817069544,62.70437847450964,False,False,False,False
227,11.35,79.5707367669425,64.0356061331865,False,False,False,False
228,11.4,79.18593904316748,63.42799498280304,False,False,False,False
229,11.45,79.64897668889769,63.488511735846366,False,False,False,False
230,11.5,79.0440365045282,62.53170673527655,False,False,False,False
231,11.55,79.34148488461038,62.517603258035514,False,False,False,False
232,11.6,78.93414578258883,63.260576686063665,False,False,False,False
233,11.65,80.59571741384698,63.20954831056841,False,False,False,False
234,11.7,78.80914432055127,62.93325588414856,False,False,False,False
235,11.75,79.54811830728389,63.14692920723949,False,False,False,False
236,11.8,80.55628742881885,63.29869681797561,False,False,False,False
237,11.85,79.57764400404069,63.48242979281117,False,False,False,False
238,11.9,79.15494896540993,63.17386005426154,False,False,False,False
239,11.95,79.24928336687455,63.68597099356894,False,False,False,False
240,12.0,78.80350913193124,63.67410245604154,False,False,False,False
241,12.05,80.01561059239889,64.26771615526022,False,False,False,False
242,12.1,78.9454357130765,64.03291012499672,False,False,False,False
243,12.15,79.13758220019166,63.23484803911225,False,False,False,False
244,12.2,78.76587549522979,62.54767375641277,False,False,False,False
245,12.25,78.98580464012599,63.117876692056406,False,False,False,False
246,12.3,79.04875286592213,63.181328457426886,False,False,False,False
247,12.35,79.65218859336474,63.19008462625466,False,False,False,False
248,12.4,79.20950002401221,63.026838254295605,False,False,False,False
249,12.45,79.54791122020173,63.04211834699416,False,False,False,False
250,12.5,77.93619210129107,62.908560128537935,False,False,False,False
251,12.55,79.87150150150246,62.71948724118178,False,False,False,False
252,12.6,78.45130988483594,62.57868399915503,False,False,False,False
253,12.65,79.51435775780513,63.56484335185354,False,False,False,False
254,12.7,77.46229607595312,63.04467748117723,False,False,False,False
255,12.75,79.15895838440134,63.495866725679406,False,False,False,False
256,12.8,79.65931781957387,63.20477312824857,False,False,False,False
257,12.85,78.73052128162145,62.86019972105244,False,False,False,False
258,12.9,79.2459697885111,62.855252765016374,False,False,False,False
259,12.95,79.56885925644653,62.53522467683575,False,False,False,False
260,13.0,79.57705358984414,63.194763673416176,False,False,False,False
261,13.05,78.33548447783548,63.974878064525484,False,False,False,False
262,13.1,79.55740155238772,63.249181645464034,False,False,False,False
263,13.15,80.06044228814713,63.46728117082228,False,False,False,False
264,13.2,79.82056900707494,62.538980154012194,False,False,False,False
265,13.25,78.64190252021929,62.030538519076565,False,False,False,False
266,13.3,78.4742033522948,62.93469206124527,False,False,False,False
267,13.35,79.10690835526216,64.2746769907959,False,False,False,False
268,13.4,79.61654654415811,62.01951967314609,False,False,False,False
269,13.45,79.55989950967745,63.480664364482955,False,False,False,False
270,13.5,78.6315433329368,63.18610014835636,False,False,False,False
271,13.55,79.04288431990337,63.09661658898313,False,False,False,False
272,13.6,78.54617343335465,63.02840848141582,False,False,False,False
273,13.65,78.67976215526845,62.75060011378984,False,False,False,False
274,13.7,79.15267263831872,62.677582707097315,False,False,False,False
275,13.75,78.88416949954801,63.27072487764074,False,False,False,False
276,13.8,79.0899968048362,63.37199503781213,False,False,False,False
277,13.85,78.5006496943499,62.28952990454746,False,False,False,False
278,13.9,79.21024668611788,62.80433419287468,False,False,False,False
279,13.95,78.24065905835498,62.6745411153355,False,False,False,False
280,14.0,78.54908371423625,62.23333744386823,False,False,False,False
281,14.05,77.81056905505194,63.42864158743418,False,False,False,False
282,14.1,78.70067432871532,62.70913721916347,False,False,False,False
283,14.15,79.43655145946808,63.00470861278122,False,False,False,False
284,14.2,78.72698404245303,63.3724004663082,False,False,False,False
285,14.25,78.35968753893167,63.24911674754635,False,False,False,False
286,14.3,78.24660121415141,63.45887072529278,False,False,False,False
287,14.35,78.11379199304095,62.23130687462457,False,False,False,False
288,14.4,78.93468888390834,63.38944263719763,False,False,False,False
289,14.45,78.40702000087829,62.48713285957461,False,False,False,False
290,14.5,77.46229277713778,62.39230839023912,False,False,False,False
291,14.55,78.69880295547928,62.938987250581945,False,False,False,False
292,14.6,77.63697535177315,62.49827907961026,False,False,False,False
293,14.65,77.72093158512052,63.08963420115138,False,False,False,False
294,14.7,78.30081854289094,62.42672313773301,False,False,False,False
295,14.75,77.8301727020476,62.771781815762864,False,False,False,False
296,14.8,79.04421778042361,63.43825797924017,False,False,False,False
297,14.85,77.78892181556651,63.01019873720217,False,False,False,False
298,14.9,78.27329723991734,62.594330049733635,False,False,False,False
299,14.95,77.3320007318543,62.73124857378501,False,False,False,False
300,15.0,77.60597707399742,61.435216881725246,False,False,False,False
301,15.05,77.72724481781412,62.44945721254419,False,False,False,False
302,15.1,78.52364220784305,62.06562505764758,False,False,False,False
303,15.15,77.50967586931617,62.5016222744139,False,False,False,False
304,15.2,78.63678569000596,61.938911902034086,False,False,False,False
305,15.25,78.04394410917665,62.617548158314094,False,False,False,False
306,15.3,78.25968747742567,61.44696849055903,False,False,False,False
307,15.35,77.73958424432455,62.225159000675475,False,False,False,False
308,15.4,77.58918888792483,63.15804438502002,False,False,False,False
309,15.45,76.8615717126834,63.03925493123254,False,False,False,False
310,15.5,78.19339180236707,62.43921927671658,False,False,False,False
311,15.55,78.43524225995786,62.8242347592865,False,False,False,False
312,15.6,77.96401883303908,62.26115483144341,False,False,False,False
313,15.65,77.30889656661763,62.304729060369745,False,False,False,False
314,15.7,77.5928231445502,61.92140719199465,False,False,False,False
315,15.75,78.25189057975618,62.274901314175075,False,False,False,False
316,15.8,78.21378244070107,62.831356362725984,False,False,False,False
317,15.85,78.37167170536577,62.62488692781621,False,False,False,False
318,15.9,77.23600876320796,62.98538343015565,False,False,False,False
319,15.95,77.70612401386626,62.69510009298784,False,False,False,False
320,16.0,77.9703199935752,61.64000045611345,False,False,False,False
321,16.05,78.12143953174576,61.10281619705888,False,False,False,False
322,16.1,77.44939449352887,62.38037228683815,False,False,False,False
323,16.15,78.1419194456876,62.55708460287365,False,False,False,False
324,16.2,77.24131591908932,62.11536887449481,False,False,False,False
325,16.25,77.86743728625262,62.8896371222975,False,False,False,False
326,16.3,77.47265427705777,62.21144240431478,False,False,False,False
327,16.35,77.40217226237468,62.622287809296715,False,False,False,False
328,16.4,78.6888538166406,62.16554518844334,False,False,False,False
329,16.45,77.24689461286296,62.17587370528458,False,False,False,False
330,16.5,77.04218182927,62.701772530136004,False,False,False,False
331,16.55,76.66519568854581,63.014696891262616,False,False,False,False
332,16.6,77.79115264772877,61.82758535165375,False,False,False,False
333,16.65,76.86779471231762,62.40450718796057,False,False,False,False
334,16.7,76.97497495733185,62.140009826962405,False,False,False,False
335,16.75,76.83220371594041,61.795129703346085,False,False,False,False
336,16.8,77.22951780785432,61.44881063478245,False,False,False,False
337,16.85,77.5446822151963,62.426412504081014,False,False,False,False
338,16.9,77.65912190661739,62.556053519909895,False,False,False,False
339,16.95,76.88685427428825,61.79799047005104,False,False,False,False
340,17.0,76.67374308802245,61.67009514811228,False,False,False,False
341,17.05,76.6702295308092,62.336744554031704,False,False,False,False
342,17.1,77.00592969400257,61.3246293173906,False,False,False,False
343,17.15,76.94868242206488,61.77557148486429,False,False,False,False
344,17.2,77.00527509405862,61.94377779077078,False,False,False,False
345,17.25,76.49286089256542,61.71756333538864,False,False,False,False
346,17.3,76.90630983695941,62.26842072430446,False,False,False,False
347,17.35,76.32252791116308,61.807884268658235,False,False,False,False
348,17.4,76.70528254333722,61.442123906326245,False,False,False,False
349,17.45,77.4105887233449,61.36460557820316,False,False,False,False
350,17.5,76.73722621932713,61.56480847972229,False,False,False,False
351,17.55,76.343664848675,61.372182033038364,False,False,False,False
352,17.6,77.00300040344462,61.45876533892884,False,False,False,False
353,17.65,77.2355709415389,61.753178191540144,False,False,False,False
354,17.7,76.63055086263417,60.9419881456103,False,False,False,False
355,17.75,76.05545251472175,61.58884732108511,False,False,False,False
356,17.8,76.35919621516297,61.920975309628204,False,False,False,False
357,17.85,76.57837380970801,62.06491270251709,False,False,False,False
358,17.9,77.59015977442782,61.54708495486707,False,False,False,False
359,17.95,76.11328973374096,61.30373075467078,False,False,False,False
360,18.0,75.8183671042726,61.50305699271675,False,False,False,False
361,18.05,76.68971940235942,61.493822909299745,False,False,False,False
362,18.1,76.43999064971698,61.482999822845734,False,False,False,False
363,18.15,76.26452338628529,60.52405762350101,False,False,False,False
364,18.2,76.84305752681661,60.54212106542808,False,False,False,False
365,18.25,76.42903172840934,60.546349986249645,False,False,False,False
366,18.3,76.98304633929807,61.81341770627137,False,False,False,False
367,18.35,76.84427431915555,59.93862718288801,False,False,False,False
368,18.4,75.74357308851079,61.37563123532372,False,False,False,False
369,18.45,75.34972584799284,60.81411271252517,False,False,False,False
370,18.5,76.87202625778802,60.87666569584717,False,False,False,False
371,18.55,76.15421787587314,61.012351722918694,False,False,False,False
372,18.6,77.55687874083837,59.74929350089158,False,False,False,False
373,18.65,76.54382430789897,60.42197436987414,False,False,False,False
374,18.7,76.7816116240882,60.939102432114154,False,False,False,False
375,18.75,75.46148638863465,60.937018491907686,False,False,False,False
376,18.8,75.7868744801363,61.061100649479805,False,False,False,False
377,18.85,76.23128874427104,60.6248470381171,False,False,False,False
378,18.9,75.55220581233735,61.19680181275356,False,False,False,False
379,18.95,75.55918643436003,60.51042560841979,False,False,False,False
380,19.0,75.70714754213495,60.747126798747374,False,False,False,False
381,19.05,75.32292149927449,60.75150076035873,False,False,False,False
382,19.1,75.01842939040287,60.18494706320727,False,False,False,False
383,19.15,75.43042790844743,60.72661222698656,False,False,False,False
384,19.2,75.20170136439675,60.2896114636705,False,False,False,False
385,19.25,74.83562977947146,60.21565769182346,False,False,False,False
386,19.3,75.25761596827296,60.34400157380007,False,False,False,False
387,19.35,74.52703866297954,60.48429338725932,False,False,False,False
388,19.4,75.4624717482156,60.37524289017666,False,False,False,False
389,19.45,75.41376099098852,59.96875057151873,False,False,False,False
390,19.5,75.50079025154668,60.3497635061574,False,False,False,False
391,19.55,74.65975037400918,60.170846171036914,False,False,False,False
392,19.6,74.32713921860628,59.61483645042966,False,False,False,False
393,19.65,75.5572982455005,60.482223405132196,False,False,False,False
394,19.7,74.94488424105083,59.69173016581458,False,False,False,False
395,19.75,75.19559981226651,60.52093024011937,False,False,False,False
396,19.8,74.34781039602105,60.13756780407666,False,False,False,False
397,19.85,74.55685674427319,60.139023811108174,False,False,False,False
398,19.9,75.22233753597678,60.32707435143059,False,False,False,False
399,19.95,74.59474719342782,59.872828559996094,False,False,False,False
400,20.0,74.65677468197539,60.99662479261331,True,False,False,False
401,20.05,75.6326979555897,59.77851465514822,False,False,False,False
402,20.1,76.5248109455931,58.6528497981627,False,False,False,False
403,20.15,77.79128985127088,59.35245833305712,False,False,False,False
404,20.2,76.97631118966073,60.375953296706676,False,False,False,False
405,20.25,77.05373305726997,60.61378391819848,False,False,False,False
406,20.3,76.38618049042626,60.65073921137695,False,False,False,False
407,20.35,75.4355872744591,60.240139322361266,False,False,False,False
408,20.4,75.72863068770428,59.60284678747187,False,False,False,False
409,20.45,74.44129582553585,59.29141499929985,False,False,False,False
410,20.5,75.28169280541921,60.344177767591454,False,False,False,False
411,20.55,73.73798840005884,59.5462677735399,False,False,False,False
412,20.6,73.88514983840835,59.19723721399102,False,False,False,False
413,20.65,73.79618500444701,59.64611409944719,False,False,False,False
414,20.7,74.28141333552188,58.67523600903363,False,False,False,False
415,20.75,73.35865924714824,58.62438717029222,False,False,False,False
416,20.8,74.00085980239335,58.56964095454948,False,False,False,False
417,20.85,73.30206869241074,59.120411279453634,False,False,False,False
418,20.9,73.53947971468291,59.431933657103876,False,False,False,False
419,20.95,73.32792080551636,59.154158089280756,False,False,False,False
420,21.0,74.5120483275711,58.399024555368456,False,False,False,False
421,21.05,72.6314179730625,59.07120375415834,False,False,False,False
422,21.1,73.60109351877162,58.507423521705,False,False,False,False
423,21.15,73.4094755972336,58.2912276010278,False,False,False,False
424,21.2,73.02861591289322,58.25392924755395,False,False,False,False
425,21.25,73.507329130564,59.31835810266404,False,False,False,False
426,21.3,72.79527091722001,58.880055022207685,False,False,False,False
427,21.35,72.72398471420273,59.079240848505485,False,False,False,False
428,21.4,72.61868611608149,59.73946370974347,False,False,False,False
429,21.45,73.40657705206112,58.602505461714834,False,False,False,False
430,21.5,72.95119415307039,59.272645134579705,False,False,False,False
431,21.55,72.83490124253449,58.39538438412335,False,False,False,False
432,21.6,73.35402277995433,58.406961929970116,False,False,False,False
433,21.65,73.81842515276703,58.53974074310589,False,False,False,False
434,21.7,72.4964101874478,58.50098551915605,False,False,False,False
435,21.75,73.42547012495717,58.43339114348571,False,False,False,False
436,21.8,73.56442723851285,57.83239308688972,False,False,False,False
437,21.85,73.77681489914333,58.995964072865846,False,False,False,False
438,21.9,72.9868037112886,58.002667208935875,False,False,False,False
439,21.95,73.84007974510538,58.28922862806759,False,False,False,False
440,22.0,73.32733955094966,58.29903089383287,False,False,False,False
441,22.05,72.03658625621813,58.97243583483395,False,False,False,False
442,22.1,73.2637280901354,58.58038059377534,False,False,False,False
443,22.15,73.05418795940687,57.928129328061594,False,False,False,False
444,22.2,73.36527997121694,57.106526544834885,False,False,False,False
445,22.25,73.45567031448691,58.561965001285024,False,False,False,False
446,22.3,72.28318126694612,58.75809286601348,False,False,False,False
447,22.35,73.23458855511178,57.62473582851172,False,False,False,False
448,22.4,72.8315872961573,58.224130372746146,False,False,False,False
449,22.45,72.21753571843337,58.21197811940505,False,False,False,False
450,22.5,73.3010040374712,58.53974034126938,False,False,False,False
451,22.55,72.17009794446811,57.68814264474389,False,False,False,False
452,22.6,72.64522254264637,58.38533893402533,False,False,False,False
453,22.65,72.4929322471553,57.705262718128814,False,False,False,False
454,22.7,72.75686304771718,57.44421956939505,False,False,False,False
455,22.75,73.03175087119592,57.4741520025643,False,False,False,False
456,22.8,73.0434720671212,57.835615893226674,False,False,False,False
457,22.85,72.61953488686429,58.00147486625707,False,False,False,False
458,22.9,71.31310046612765,57.790817729347815,False,False,False,False
459,22.95,72.89175364701072,57.59534966625674,False,False,False,False
460,23.0,72.32975882558375,57.5972799203376,False,False,False,False
461,23.05,72.48270765695192,56.98562579206874,False,False,False,False
462,23.1,71.9350938894613,56.70472903735166,False,False,False,False
463,23.15,72.02445935311808,57.20113255205918,False,False,False,False
